768,Road-650 Black 44,2005-07-01,,8513.88,BK-R50B-44,782.99
769,Road-650 Black 48,2005-07-01,,8677.18,BK-R50B-48,782.99
770,Road-650 Black 52,2005-07-01,,8808.72,BK-R50B-52,782.99
771,Mountain-100 Silver 38,2005-07-01,,9230.56,BK-M82S-38,3399.99
772,Mountain-100 Silver 42,2005-07-01,,9421.06,BK-M82S-42,3399.99
773,Mountain-100 Silver 44,2005-07-01,,9584.36,BK-M82S-44,3399.99
774,Mountain-100 Silver 48,2005-07-01,,9715.90,BK-M82S-48,3399.99
775,Mountain-100 Black 38,2005-07-01,,9230.56,BK-M82B-38,3374.99
776,Mountain-100 Black 42,2005-07-01,,9421.06,BK-M82B-42,3374.99
777,Mountain-100 Black 44,2005-07-01,,9584.36,BK-M82B-44,3374.99
778,Mountain-100 Black 48,2005-07-01,,9715.90,BK-M82B-48,3374.99
779,Mountain-200 Silver 38,2006-07-01,,10591.33,BK-M68S-38,2319.99
780,Mountain-200 Silver 42,2006-07-01,,10781.83,BK-M68S-42,2319.99
781,Mountain-200 Silver 46,2006-07-01,,10945.13,BK-M68S-46,2319.99
782,Mountain-200 Black 38,2006-07-01,,10591.33,BK-M68B-38,2294.99
783,Mountain-200 Black 42,2006-07-01,,10781.83,BK-M68B-42,2294.99
784,Mountain-200 Black 46,2006-07-01,,10945.13,BK-M68B-46,2294.99
785,Mountain-300 Black 38,2006-07-01,,11498.51,BK-M47B-38,1079.99
786,Mountain-300 Black 40,2006-07-01,,11689.01,BK-M47B-40,1079.99
787,Mountain-300 Black 44,2006-07-01,,11852.31,BK-M47B-44,1079.99
788,Mountain-300 Black 48,2006-07-01,,11983.85,BK-M47B-48,1079.99
789,Road-250 Red 44,2006-07-01,,6699.52,BK-R89R-44,2443.35
790,Road-250 Red 48,2006-07-01,,6862.82,BK-R89R-48,2443.35
791,Road-250 Red 52,2006-07-01,,6994.36,BK-R89R-52,2443.35
792,Road-250 Red 58,2006-07-01,,7162.19,BK-R89R-58,2443.35
793,Road-250 Black 44,2006-07-01,,6699.52,BK-R89B-44,2443.35
794,Road-250 Black 48,2006-07-01,,6862.82,BK-R89B-48,2443.35
795,Road-250 Black 52,2006-07-01,,6994.36,BK-R89B-52,2443.35
796,Road-250 Black 58,2006-07-01,,7112.29,BK-R89B-58,2443.35
797,Road-550-W Yellow 38,2006-07-01,,7869.79,BK-R64Y-38,1120.49
798,Road-550-W Yellow 40,2006-07-01,,8060.29,BK-R64Y-40,1120.49
799,Road-550-W Yellow 42,2006-07-01,,8223.59,BK-R64Y-42,1120.49
800,Road-550-W Yellow 44,2006-07-01,,8355.13,BK-R64Y-44,1120.49
801,Road-550-W Yellow 48,2006-07-01,,8473.06,BK-R64Y-48,1120.49
802,LL Fork,2006-07-01,,,FK-1639,148.22
803,ML Fork,2006-07-01,,,FK-5136,175.49
804,HL Fork,2006-07-01,,,FK-9939,229.49
805,LL Headset,2006-07-01,,,HS-0296,34.20
806,ML Headset,2006-07-01,,,HS-2451,102.29
807,HL Headset,2006-07-01,,,HS-3479,124.73
808,LL Mountain Handlebars,2006-07-01,,,HB-M243,44.54
809,ML Mountain Handlebars,2006-07-01,,,HB-M763,61.92
810,HL Mountain Handlebars,2006-07-01,,,HB-M918,120.27
811,LL Road Handlebars,2006-07-01,,,HB-R504,44.54
812,ML Road Handlebars,2006-07-01,,,HB-R720,61.92
813,HL Road Handlebars,2006-07-01,,,HB-R956,120.27
814,ML Mountain Frame - Black 38,2006-07-01,,1238.30,FR-M63B-38,348.76
815,LL Mountain Front Wheel,2006-07-01,,,FW-M423,60.745
816,ML Mountain Front Wheel,2006-07-01,,,FW-M762,209.025
817,HL Mountain Front Wheel,2006-07-01,,,FW-M928,300.215
818,LL Road Front Wheel,2006-07-01,,900.00,FW-R623,85.565
819,ML Road Front Wheel,2006-07-01,,850.00,FW-R762,248.385
820,HL Road Front Wheel,2006-07-01,,650.00,FW-R820,330.06
821,Touring Front Wheel,2006-07-01,,,FW-T905,218.01
822,ML Road Frame-W - Yellow 38,2006-07-01,,988.83,FR-R72Y-38,594.83
823,LL Mountain Rear Wheel,2006-07-01,,,RW-M423,87.745
824,ML Mountain Rear Wheel,2006-07-01,,,RW-M762,236.025
825,HL Mountain Rear Wheel,2006-07-01,,,RW-M928,327.215
826,LL Road Rear Wheel,2006-07-01,,1050.00,RW-R623,112.565
827,ML Road Rear Wheel,2006-07-01,,1000.00,RW-R762,275.385
828,HL Road Rear Wheel,2006-07-01,,890.00,RW-R820,357.06
829,Touring Rear Wheel,2006-07-01,,,RW-T905,245.01
830,ML Mountain Frame - Black 40,2006-07-01,,1256.44,FR-M63B-40,348.76
831,ML Mountain Frame - Black 44,2006-07-01,,1274.59,FR-M63B-44,348.76
832,ML Mountain Frame - Black 48,2006-07-01,,1292.73,FR-M63B-48,348.76
833,ML Road Frame-W - Yellow 40,2006-07-01,,1006.97,FR-R72Y-40,594.83
834,ML Road Frame-W - Yellow 42,2006-07-01,,1025.11,FR-R72Y-42,594.83
835,ML Road Frame-W - Yellow 44,2006-07-01,,1043.26,FR-R72Y-44,594.83
836,ML Road Frame-W - Yellow 48,2006-07-01,,1061.40,FR-R72Y-48,594.83
837,HL Road Frame - Black 62,2006-07-01,,1043.26,FR-R92B-62,1431.50
838,HL Road Frame - Black 44,2006-07-01,,961.61,FR-R92B-44,1431.50
839,HL Road Frame - Black 48,2006-07-01,,979.75,FR-R92B-48,1431.50
840,HL Road Frame - Black 52,2006-07-01,,997.90,FR-R92B-52,1431.50
841,Men's Sports Shorts S,2006-07-01,,,SH-M897-S,59.99
842,Touring-Panniers Large,2006-07-01,,,PA-T100,125.00
843,Cable Lock,2006-07-01,,,LO-C100,25.00
844,Minipump,2006-07-01,,,PU-0452,19.99
845,Mountain Pump,2006-07-01,,,PU-M044,24.99
846,Taillights - Battery-Powered,2006-07-01,,,LT-T990,13.99
847,Headlights - Dual-Beam,2006-07-01,,,LT-H902,34.99
848,Headlights - Weatherproof,2006-07-01,,,LT-H903,44.99
849,Men's Sports Shorts M,2006-07-01,,,SH-M897-M,59.99
850,Men's Sports Shorts L,2006-07-01,,,SH-M897-L,59.99
851,Men's Sports Shorts XL,2006-07-01,,,SH-M897-X,59.99
852,Women's Tights S,2006-07-01,,,TG-W091-S,74.99
853,Women's Tights M,2006-07-01,,,TG-W091-M,74.99
854,Women's Tights L,2006-07-01,,,TG-W091-L,74.99
855,Men's Bib-Shorts S,2006-07-01,,,SB-M891-S,89.99
856,Men's Bib-Shorts M,2006-07-01,,,SB-M891-M,89.99
857,Men's Bib-Shorts L,2006-07-01,,,SB-M891-L,89.99
858,Half-Finger Gloves S,2006-07-01,,,GL-H102-S,24.49
859,Half-Finger Gloves M,2006-07-01,,,GL-H102-M,24.49
860,Half-Finger Gloves L,2006-07-01,,,GL-H102-L,24.49
861,Full-Finger Gloves S,2006-07-01,,,GL-F110-S,37.99
862,Full-Finger Gloves M,2006-07-01,,,GL-F110-M,37.99
863,Full-Finger Gloves L,2006-07-01,,,GL-F110-L,37.99
864,Classic Vest S,2007-07-01,,,VE-C304-S,63.50
865,Classic Vest M,2007-07-01,,,VE-C304-M,63.50
866,Classic Vest L,2007-07-01,,,VE-C304-L,63.50
867,Women's Mountain Shorts S,2007-07-01,,,SH-W890-S,69.99
868,Women's Mountain Shorts M,2007-07-01,,,SH-W890-M,69.99
869,Women's Mountain Shorts L,2007-07-01,,,SH-W890-L,69.99
870,Water Bottle - 30 oz.,2007-07-01,,,WB-H098,4.99
871,Mountain Bottle Cage,2007-07-01,,,BC-M005,9.99
872,Road Bottle Cage,2007-07-01,,,BC-R205,8.99
873,Patch Kit/8 Patches,2007-07-01,,,PK-7098,2.29
874,Racing Socks M,2007-07-01,,,SO-R809-M,8.99
875,Racing Socks L,2007-07-01,,,SO-R809-L,8.99
876,Hitch Rack - 4-Bike,2007-07-01,,,RA-H123,120.00
877,Bike Wash - Dissolver,2007-07-01,,,CL-9009,7.95
878,Fender Set - Mountain,2007-07-01,,,FE-6654,21.98
879,All-Purpose Bike Stand,2007-07-01,,,ST-1401,159.00
880,Hydration Pack - 70 oz.,2007-07-01,,,HY-1023-70,54.99
881,Short-Sleeve Classic Jersey S,2007-07-01,,,SJ-0194-S,53.99
882,Short-Sleeve Classic Jersey M,2007-07-01,,,SJ-0194-M,53.99
883,Short-Sleeve Classic Jersey L,2007-07-01,,,SJ-0194-L,53.99
884,Short-Sleeve Classic Jersey XL,2007-07-01,,,SJ-0194-X,53.99
885,HL Touring Frame - Yellow 60,2007-07-01,,1397.06,FR-T98Y-60,1003.91
886,LL Touring Frame - Yellow 62,2007-07-01,,1451.49,FR-T67Y-62,333.42
887,HL Touring Frame - Yellow 46,2007-07-01,,1342.63,FR-T98Y-46,1003.91
888,HL Touring Frame - Yellow 50,2007-07-01,,1360.77,FR-T98Y-50,1003.91
889,HL Touring Frame - Yellow 54,2007-07-01,,1378.91,FR-T98Y-54,1003.91
890,HL Touring Frame - Blue 46,2007-07-01,,1342.63,FR-T98U-46,1003.91
891,HL Touring Frame - Blue 50,2007-07-01,,1360.77,FR-T98U-50,1003.91
892,HL Touring Frame - Blue 54,2007-07-01,,1378.91,FR-T98U-54,1003.91
893,HL Touring Frame - Blue 60,2007-07-01,,1397.06,FR-T98U-60,1003.91
894,Rear Derailleur,2007-07-01,,215.00,RD-2308,121.46
895,LL Touring Frame - Blue 50,2007-07-01,,1406.13,FR-T67U-50,333.42
896,LL Touring Frame - Blue 54,2007-07-01,,1424.27,FR-T67U-54,333.42
897,LL Touring Frame - Blue 58,2007-07-01,,1433.34,FR-T67U-58,333.42
898,LL Touring Frame - Blue 62,2007-07-01,,1451.49,FR-T67U-62,333.42
899,LL Touring Frame - Yellow 44,2007-07-01,,1369.84,FR-T67Y-44,333.42
900,LL Touring Frame - Yellow 50,2007-07-01,,1406.13,FR-T67Y-50,333.42
901,LL Touring Frame - Yellow 54,2007-07-01,,1424.27,FR-T67Y-54,333.42
902,LL Touring Frame - Yellow 58,2007-07-01,,1433.34,FR-T67Y-58,333.42
903,LL Touring Frame - Blue 44,2007-07-01,,1369.84,FR-T67U-44,333.42
904,ML Mountain Frame-W - Silver 40,2007-07-01,,1256.44,FR-M63S-40,364.09
905,ML Mountain Frame-W - Silver 42,2007-07-01,,1274.59,FR-M63S-42,364.09
906,ML Mountain Frame-W - Silver 46,2007-07-01,,1292.73,FR-M63S-46,364.09
907,Rear Brakes,2007-07-01,,317.00,RB-9231,106.50
908,LL Mountain Seat/Saddle,2007-07-01,,,SE-M236,27.12
909,ML Mountain Seat/Saddle,2007-07-01,,,SE-M798,39.14
910,HL Mountain Seat/Saddle,2007-07-01,,,SE-M940,52.64
911,LL Road Seat/Saddle,2007-07-01,,,SE-R581,27.12
912,ML Road Seat/Saddle,2007-07-01,,,SE-R908,39.14
913,HL Road Seat/Saddle,2007-07-01,,,SE-R995,52.64
914,LL Touring Seat/Saddle,2007-07-01,,,SE-T312,27.12
915,ML Touring Seat/Saddle,2007-07-01,,,SE-T762,39.14
916,HL Touring Seat/Saddle,2007-07-01,,,SE-T924,52.64
917,LL Mountain Frame - Silver 42,2007-07-01,,1324.48,FR-M21S-42,264.05
918,LL Mountain Frame - Silver 44,2007-07-01,,1342.63,FR-M21S-44,264.05
919,LL Mountain Frame - Silver 48,2007-07-01,,1360.77,FR-M21S-48,264.05
920,LL Mountain Frame - Silver 52,2007-07-01,,1378.91,FR-M21S-52,264.05
921,Mountain Tire Tube,2007-07-01,,,TT-M928,4.99
922,Road Tire Tube,2007-07-01,,,TT-R982,3.99
923,Touring Tire Tube,2007-07-01,,,TT-T092,4.99
924,LL Mountain Frame - Black 42,2007-07-01,,1324.48,FR-M21B-42,249.79
925,LL Mountain Frame - Black 44,2007-07-01,,1342.63,FR-M21B-44,249.79
926,LL Mountain Frame - Black 48,2007-07-01,,1360.77,FR-M21B-48,249.79
927,LL Mountain Frame - Black 52,2007-07-01,,1378.91,FR-M21B-52,249.79
928,LL Mountain Tire,2007-07-01,,,TI-M267,24.99
929,ML Mountain Tire,2007-07-01,,,TI-M602,29.99
930,HL Mountain Tire,2007-07-01,,,TI-M823,35.00
931,LL Road Tire,2007-07-01,,,TI-R092,21.49
932,ML Road Tire,2007-07-01,,,TI-R628,24.99
933,HL Road Tire,2007-07-01,,,TI-R982,32.60
934,Touring Tire,2007-07-01,,,TI-T723,28.99
935,LL Mountain Pedal,2007-07-01,,218.00,PD-M282,40.49
936,ML Mountain Pedal,2007-07-01,,215.00,PD-M340,62.09
937,HL Mountain Pedal,2007-07-01,,185.00,PD-M562,80.99
938,LL Road Pedal,2007-07-01,,189.00,PD-R347,40.49
939,ML Road Pedal,2007-07-01,,168.00,PD-R563,62.09
940,HL Road Pedal,2007-07-01,,149.00,PD-R853,80.99
941,Touring Pedal,2007-07-01,,,PD-T852,80.99
942,ML Mountain Frame-W - Silver 38,2007-07-01,,1238.30,FR-M63S-38,364.09
943,LL Mountain Frame - Black 40,2007-07-01,,1306.34,FR-M21B-40,249.79
944,LL Mountain Frame - Silver 40,2007-07-01,,1306.34,FR-M21S-40,264.05
945,Front Derailleur,2007-07-01,,88.00,FD-2342,91.49
946,LL Touring Handlebars,2007-07-01,,,HB-T721,46.09
947,HL Touring Handlebars,2007-07-01,,,HB-T928,91.57
948,Front Brakes,2007-07-01,,317.00,FB-9873,106.50
949,LL Crankset,2007-07-01,,600.00,CS-4759,175.49
950,ML Crankset,2007-07-01,,635.00,CS-6583,256.49
951,HL Crankset,2007-07-01,,575.00,CS-9183,404.99
952,Chain,2007-07-01,,,CH-0234,20.24
953,Touring-2000 Blue 60,2007-07-01,,12655.16,BK-T44U-60,1214.85
954,Touring-1000 Yellow 46,2007-07-01,,11398.72,BK-T79Y-46,2384.07
955,Touring-1000 Yellow 50,2007-07-01,,11530.26,BK-T79Y-50,2384.07
956,Touring-1000 Yellow 54,2007-07-01,,11648.19,BK-T79Y-54,2384.07
957,Touring-1000 Yellow 60,2007-07-01,,11747.98,BK-T79Y-60,2384.07
958,Touring-3000 Blue 54,2007-07-01,,13462.55,BK-T18U-54,742.35
959,Touring-3000 Blue 58,2007-07-01,,13562.34,BK-T18U-58,742.35
960,Touring-3000 Blue 62,2007-07-01,,13607.70,BK-T18U-62,742.35
961,Touring-3000 Yellow 44,2007-07-01,,13049.78,BK-T18Y-44,742.35
962,Touring-3000 Yellow 50,2007-07-01,,13213.08,BK-T18Y-50,742.35
963,Touring-3000 Yellow 54,2007-07-01,,13344.62,BK-T18Y-54,742.35
964,Touring-3000 Yellow 58,2007-07-01,,13512.45,BK-T18Y-58,742.35
965,Touring-3000 Yellow 62,2007-07-01,,13607.70,BK-T18Y-62,742.35
966,Touring-1000 Blue 46,2007-07-01,,11398.72,BK-T79U-46,2384.07
967,Touring-1000 Blue 50,2007-07-01,,11530.26,BK-T79U-50,2384.07
968,Touring-1000 Blue 54,2007-07-01,,11648.19,BK-T79U-54,2384.07
969,Touring-1000 Blue 60,2007-07-01,,11747.98,BK-T79U-60,2384.07
970,Touring-2000 Blue 46,2007-07-01,,12305.90,BK-T44U-46,1214.85
971,Touring-2000 Blue 50,2007-07-01,,12437.44,BK-T44U-50,1214.85
972,Touring-2000 Blue 54,2007-07-01,,12555.37,BK-T44U-54,1214.85
973,Road-350-W Yellow 40,2007-07-01,,6962.61,BK-R79Y-40,1700.99
974,Road-350-W Yellow 42,2007-07-01,,7153.11,BK-R79Y-42,1700.99
975,Road-350-W Yellow 44,2007-07-01,,7316.41,BK-R79Y-44,1700.99
976,Road-350-W Yellow 48,2007-07-01,,7447.95,BK-R79Y-48,1700.99
977,Road-750 Black 58,2007-07-01,,9430.14,BK-R19B-58,539.99
978,Touring-3000 Blue 44,2007-07-01,,13049.78,BK-T18U-44,742.35
979,Touring-3000 Blue 50,2007-07-01,,13213.08,BK-T18U-50,742.35
980,Mountain-400-W Silver 38,2007-07-01,,11952.10,BK-M38S-38,769.49
981,Mountain-400-W Silver 40,2007-07-01,,12142.60,BK-M38S-40,769.49
982,Mountain-400-W Silver 42,2007-07-01,,12305.90,BK-M38S-42,769.49
983,Mountain-400-W Silver 46,2007-07-01,,12437.44,BK-M38S-46,769.49
984,Mountain-500 Silver 40,2007-07-01,,12405.69,BK-M18S-40,564.99
985,Mountain-500 Silver 42,2007-07-01,,12596.19,BK-M18S-42,564.99
986,Mountain-500 Silver 44,2007-07-01,,12759.49,BK-M18S-44,564.99
987,Mountain-500 Silver 48,2007-07-01,,12891.03,BK-M18S-48,564.99
988,Mountain-500 Silver 52,2007-07-01,,13008.96,BK-M18S-52,564.99
989,Mountain-500 Black 40,2007-07-01,,12405.69,BK-M18B-40,539.99
990,Mountain-500 Black 42,2007-07-01,,12596.19,BK-M18B-42,539.99
991,Mountain-500 Black 44,2007-07-01,,12759.49,BK-M18B-44,539.99
992,Mountain-500 Black 48,2007-07-01,,12891.03,BK-M18B-48,539.99
993,Mountain-500 Black 52,2007-07-01,,13008.96,BK-M18B-52,539.99
994,LL Bottom Bracket,2007-07-01,,223.00,BB-7421,53.99
995,ML Bottom Bracket,2007-07-01,,168.00,BB-8107,101.24
996,HL Bottom Bracket,2007-07-01,,170.00,BB-9108,121.49
997,Road-750 Black 44,2007-07-01,,8967.47,BK-R19B-44,539.99
998,Road-750 Black 48,2007-07-01,,9130.77,BK-R19B-48,539.99
999,Road-750 Black 52,2007-07-01,,9262.31,BK-R19B-52,539.99
